book,chapter,verse,text,cluster
Matthew,21,28,But what think ye?,3
Matthew,21,28,"A certain man had two sons; and he came to the first, and said, Son, go work to day in my vineyard.",47
Matthew,21,29,"He answered and said, I will not: but afterward he repented, and went.",47
Matthew,21,30,"And he came to the second, and said likewise.",47
Matthew,21,30,"And he answered and said, I go, sir: and went not.",47
Matthew,21,31,Whether of them twain did the will of his father?,10
Matthew,21,31,"Verily I say unto you, That the publicans and the harlots go into the kingdom of God before you.",2
Matthew,21,32,"For John came unto you in the way of righteousness, and ye believed him not: but the publicans and the harlots believed him: and ye, when ye had seen it, repented not afterward, that ye might believe him.",30
Matthew,21,33,"Hear another parable: There was a certain householder, which planted a vineyard, and hedged it round about, and digged a winepress in it, and built a tower, and let it out to husbandmen, and went into a far country:",13
Matthew,21,34,"And when the time of the fruit drew near, he sent his servants to the husbandmen, that they might receive the fruits of it.",47
Matthew,21,35,"And the husbandmen took his servants, and beat one, and killed another, and stoned another.",47
Matthew,21,36,"Again, he sent other servants more than the first: and they did unto them likewise.",47
Matthew,21,37,"But last of all he sent unto them his son, saying, They will reverence my son.",8
Matthew,21,38,"But when the husbandmen saw the son, they said among themselves, This is the heir; come, let us kill him, and let us seize on his inheritance.",13
Matthew,21,39,"And they caught him, and cast him out of the vineyard, and slew him.",13
Matthew,21,40,"When the lord therefore of the vineyard cometh, what will he do unto those husbandmen?",10
Matthew,21,42,"Did ye never read in the scriptures, The stone which the builders rejected, the same is become the head of the corner: this is the Lord's doing, and it is marvellous in our eyes?",10
Matthew,21,43,"Therefore say I unto you, The kingdom of God shall be taken from you, and given to a nation bringing forth the fruits thereof.",22
Matthew,21,44,"And whosoever shall fall on this stone shall be broken: but on whomsoever it shall fall, it will grind him to powder.",47
Matthew,22,2,"The kingdom of heaven is like unto a certain king, which made a marriage for his son,",22
Matthew,22,3,And sent forth his servants to call them that were bidden to the wedding: and they would not come.,47
Matthew,22,4,"Again, he sent forth other servants, saying, Tell them which are bidden, Behold, I have prepared my dinner: my oxen and my fatlings are killed, and all things are ready: come unto the marriage.",43
Matthew,22,5,"But they made light of it, and went their ways, one to his farm, another to his merchandise:",47
Matthew,22,6,"And the remnant took his servants, and entreated them spitefully, and slew them.",47
Matthew,22,7,"But when the king heard thereof, he was wroth: and he sent forth his armies, and destroyed those murderers, and burned up their city.",47
Matthew,22,8,"Then saith he to his servants, The wedding is ready, but they which were bidden were not worthy.",47
Matthew,22,9,"Go ye therefore into the highways, and as many as ye shall find, bid to the marriage.",30
Matthew,22,10,"So those servants went out into the highways, and gathered together all as many as they found, both bad and good: and the wedding was furnished with guests.",47
Matthew,22,11,"And when the king came in to see the guests, he saw there a man which had not on a wedding garment:",47
Matthew,22,12,"And he saith unto him, Friend, how camest thou in hither not having a wedding garment?",47
Matthew,22,12,And he was speechless.,47
Matthew,22,13,"Then said the king to the servants, Bind him hand and foot, and take him away, and cast him into outer darkness, there shall be weeping and gnashing of teeth.",29
Matthew,22,14,"For many are called, but few are chosen.",43
Matthew,22,18,"Why tempt ye me, ye hypocrites?",3
Matthew,22,19,Shew me the tribute money.,10
Matthew,22,20,Whose is this image and superscription?,20
Matthew,22,21,Render therefore unto Caesar the things which are Caesar's; and unto God the things that are God's.,43
Matthew,22,29,"Ye do err, not knowing the scriptures, nor the power of God.",10
Matthew,22,30,"For in the resurrection they neither marry, nor are given in marriage, but are as the angels of God in heaven.",43
Matthew,22,31,"But as touching the resurrection of the dead, have ye not read that which was spoken unto you by God, saying,",34
Matthew,22,32,"I am the God of Abraham, and the God of Isaac, and the God of Jacob?",34
Matthew,22,32,"God is not the God of the dead, but of the living.",34
Matthew,22,37,"Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.",46
Matthew,22,38,This is the first and great commandment.,10
Matthew,22,39,"And the second is like unto it, Thou shalt love thy neighbour as thyself.",46
Matthew,22,40,On these two commandments hang all the law and the prophets.,10
Matthew,22,42,What think ye of Christ?,3
Matthew,22,42,whose son is he?,20
Matthew,22,43,"He saith unto them, How then doth David in spirit call him Lord, saying,",8
Matthew,22,44,"The LORD said unto my Lord, Sit thou on my right hand, till I make thine enemies thy footstool?",17
Matthew,22,45,"If David then call him Lord, how is he his son?",8
Matthew,23,2,The scribes and the Pharisees sit in Moses' seat:,10
Matthew,23,3,"All therefore whatsoever they bid you observe, that observe and do; but do not ye after their works: for they say, and do not.",10
Matthew,23,4,"For they bind heavy burdens and grievous to be borne, and lay them on men's shoulders; but they themselves will not move them with one of their fingers.",47
Matthew,23,5,"But all their works they do for to be seen of men: they make broad their phylacteries, and enlarge the borders of their garments,",10
Matthew,23,6,"And love the uppermost rooms at feasts, and the chief seats in the synagogues,",10
Matthew,23,7,"And greetings in the markets, and to be called of men, Rabbi, Rabbi.",10
Matthew,23,8,"But be not ye called Rabbi: for one is your Master, even Christ; and all ye are brethren.",43
Matthew,23,9,"And call no man your father upon the earth: for one is your Father, which is in heaven.",39
Matthew,23,10,"Neither be ye called masters: for one is your Master, even Christ.",10
Matthew,23,11,But he that is greatest among you shall be your servant.,11
Matthew,23,12,And whosoever shall exalt himself shall be abased; and he that shall humble himself shall be exalted.,11
Matthew,23,13,"But woe unto you, scribes and Pharisees, hypocrites!",21
Matthew,23,13,"for ye shut up the kingdom of heaven against men: for ye neither go in yourselves, neither suffer ye them that are entering to go in.",22
Matthew,23,14,"Woe unto you, scribes and Pharisees, hypocrites!",21
Matthew,23,14,"for ye devour widows' houses, and for a pretence make long prayer: therefore ye shall receive the greater damnation.",10
Matthew,23,15,"Woe unto you, scribes and Pharisees, hypocrites!",21
Matthew,23,15,"for ye compass sea and land to make one proselyte, and when he is made, ye make him twofold more the child of hell than yourselves.",47
Matthew,23,16,"Woe unto you, ye blind guides, which say, Whosoever shall swear by the temple, it is nothing; but whosoever shall swear by the gold of the temple, he is a debtor!",20
Matthew,23,17,"Ye fools and blind: for whether is greater, the gold, or the temple that sanctifieth the gold?",20
Matthew,23,18,"And, Whosoever shall swear by the altar, it is nothing; but whosoever sweareth by the gift that is upon it, he is guilty.",20
Matthew,23,19,"Ye fools and blind: for whether is greater, the gift, or the altar that sanctifieth the gift?",20
Matthew,23,20,"Whoso therefore shall swear by the altar, sweareth by it, and by all things thereon.",47
Matthew,23,21,"And whoso shall swear by the temple, sweareth by it, and by him that dwelleth therein.",47
Matthew,23,22,"And he that shall swear by heaven, sweareth by the throne of God, and by him that sitteth thereon.",47
Matthew,23,23,"Woe unto you, scribes and Pharisees, hypocrites!",21
Matthew,23,23,"for ye pay tithe of mint and anise and cummin, and have omitted the weightier matters of the law, judgment, mercy, and faith: these ought ye to have done, and not to leave the other undone.",10
Matthew,23,24,"Ye blind guides, which strain at a gnat, and swallow a camel.",10
Matthew,23,25,"Woe unto you, scribes and Pharisees, hypocrites!",21
Matthew,23,25,"for ye make clean the outside of the cup and of the platter, but within they are full of extortion and excess.",43
Matthew,23,26,"Thou blind Pharisee, cleanse first that which is within the cup and platter, that the outside of them may be clean also.",10
Matthew,23,27,"Woe unto you, scribes and Pharisees, hypocrites!",21
Matthew,23,27,"for ye are like unto whited sepulchres, which indeed appear beautiful outward, but are within full of dead men's bones, and of all uncleanness.",43
Matthew,23,28,"Even so ye also outwardly appear righteous unto men, but within ye are full of hypocrisy and iniquity.",43
Matthew,23,29,"Woe unto you, scribes and Pharisees, hypocrites!",21
Matthew,23,29,"because ye build the tombs of the prophets, and garnish the sepulchres of the righteous,",10
Matthew,23,30,"And say, If we had been in the days of our fathers, we would not have been partakers with them in the blood of the prophets.",10
Matthew,23,31,"Wherefore ye be witnesses unto yourselves, that ye are the children of them which killed the prophets.",43
Matthew,23,32,Fill ye up then the measure of your fathers.,10
Matthew,23,33,"Ye serpents, ye generation of vipers, how can ye escape the damnation of hell?",10
Matthew,23,34,"Wherefore, behold, I send unto you prophets, and wise men, and scribes: and some of them ye shall kill and crucify; and some of them shall ye scourge in your synagogues, and persecute them from city to city:",30
Matthew,23,35,"That upon you may come all the righteous blood shed upon the earth, from the blood of righteous Abel unto the blood of Zacharias son of Barachias, whom ye slew between the temple and the altar.",10
Matthew,23,36,"Verily I say unto you, All these things shall come upon this generation.",24
Matthew,23,37,"O Jerusalem, Jerusalem, thou that killest the prophets, and stonest them which are sent unto thee, how often would I have gathered thy children together, even as a hen gathereth her chickens under her wings, and ye would not!",17
Matthew,23,38,"Behold, your house is left unto you desolate.",10
Matthew,23,39,"For I say unto you, Ye shall not see me henceforth, till ye shall say, Blessed is he that cometh in the name of the Lord.",2
Matthew,24,2,See ye not all these things?,1
Matthew,24,2,"verily I say unto you, There shall not be left here one stone upon another, that shall not be thrown down.",19
Matthew,24,4,Take heed that no man deceive you.,10
Matthew,24,5,"For many shall come in my name, saying, I am Christ; and shall deceive many.",8
Matthew,24,6,"And ye shall hear of wars and rumours of wars: see that ye be not troubled: for all these things must come to pass, but the end is not yet.",1
Matthew,24,7,"For nation shall rise against nation, and kingdom against kingdom: and there shall be famines, and pestilences, and earthquakes, in divers places.",40
Matthew,24,8,All these are the beginning of sorrows.,43
Matthew,24,9,"Then shall they deliver you up to be afflicted, and shall kill you: and ye shall be hated of all nations for my name's sake.",19
Matthew,24,10,"And then shall many be offended, and shall betray one another, and shall hate one another.",47
Matthew,24,11,"And many false prophets shall rise, and shall deceive many.",47
Matthew,24,12,"And because iniquity shall abound, the love of many shall wax cold.",10
Matthew,24,13,"But he that shall endure unto the end, the same shall be saved.",19
Matthew,24,14,And this gospel of the kingdom shall be preached in all the world for a witness unto all nations; and then shall the end come.,33
Matthew,24,15,"When ye therefore shall see the abomination of desolation, spoken of by Daniel the prophet, stand in the holy place, (whoso readeth, let him understand:)",10
Matthew,24,16,Then let them which be in Judaea flee into the mountains:,10
Matthew,24,17,Let him which is on the housetop not come down to take any thing out of his house:,13
Matthew,24,18,Neither let him which is in the field return back to take his clothes.,13
Matthew,24,19,"And woe unto them that are with child, and to them that give suck in those days!",6
Matthew,24,20,"But pray ye that your flight be not in the winter, neither on the sabbath day:",44
Matthew,24,21,"For then shall be great tribulation, such as was not since the beginning of the world to this time, no, nor ever shall be.",33
Matthew,24,22,"And except those days should be shortened, there should no flesh be saved: but for the elect's sake those days shall be shortened.",10
Matthew,24,23,"Then if any man shall say unto you, Lo, here is Christ, or there; believe it not.",2
Matthew,24,24,"For there shall arise false Christs, and false prophets, and shall shew great signs and wonders; insomuch that, if it were possible, they shall deceive the very elect.",47
Matthew,24,25,"Behold, I have told you before.",30
Matthew,24,26,"Wherefore if they shall say unto you, Behold, he is in the desert; go not forth: behold, he is in the secret chambers; believe it not.",10
Matthew,24,27,"For as the lightning cometh out of the east, and shineth even unto the west; so shall also the coming of the Son of man be.",5
Matthew,24,28,"For wheresoever the carcase is, there will the eagles be gathered together.",10
Matthew,24,29,"Immediately after the tribulation of those days shall the sun be darkened, and the moon shall not give her light, and the stars shall fall from heaven, and the powers of the heavens shall be shaken:",10
Matthew,24,30,"And then shall appear the sign of the Son of man in heaven: and then shall all the tribes of the earth mourn, and they shall see the Son of man coming in the clouds of heaven with power and great glory.",5
Matthew,24,31,"And he shall send his angels with a great sound of a trumpet, and they shall gather together his elect from the four winds, from one end of heaven to the other.",47
Matthew,24,32,"Now learn a parable of the fig tree; When his branch is yet tender, and putteth forth leaves, ye know that summer is nigh:",49
Matthew,24,33,"So likewise ye, when ye shall see all these things, know that it is near, even at the doors.",1
Matthew,24,34,"Verily I say unto you, This generation shall not pass, till all these things be fulfilled.",24
Matthew,24,35,"Heaven and earth shall pass away, but my words shall not pass away.",48
Matthew,24,36,"But of that day and hour knoweth no man, no, not the angels of heaven, but my Father only.",38
Matthew,24,37,"But as the days of Noe were, so shall also the coming of the Son of man be.",5
Matthew,24,38,"For as in the days that were before the flood they were eating and drinking, marrying and giving in marriage, until the day that Noe entered into the ark,",10
Matthew,24,39,"And knew not until the flood came, and took them all away; so shall also the coming of the Son of man be.",5
Matthew,24,40,"Then shall two be in the field; the one shall be taken, and the other left.",15
Matthew,24,41,"Two women shall be grinding at the mill; the one shall be taken, and the other left.",15
Matthew,24,42,Watch therefore: for ye know not what hour your Lord doth come.,30
Matthew,24,43,"But know this, that if the goodman of the house had known in what watch the thief would come, he would have watched, and would not have suffered his house to be broken up.",47
Matthew,24,44,Therefore be ye also ready: for in such an hour as ye think not the Son of man cometh.,5
Matthew,24,45,"Who then is a faithful and wise servant, whom his lord hath made ruler over his household, to give them meat in due season?",47
Matthew,24,46,"Blessed is that servant, whom his lord when he cometh shall find so doing.",47
Matthew,24,47,"Verily I say unto you, That he shall make him ruler over all his goods.",2
Matthew,24,48,"But and if that evil servant shall say in his heart, My lord delayeth his coming;",10
Matthew,24,49,"And shall begin to smite his fellowservants, and to eat and drink with the drunken;",47
Matthew,24,50,"The lord of that servant shall come in a day when he looketh not for him, and in an hour that he is not aware of,",47
Matthew,24,51,"And shall cut him asunder, and appoint him his portion with the hypocrites: there shall be weeping and gnashing of teeth.",29
Matthew,25,1,"Then shall the kingdom of heaven be likened unto ten virgins, which took their lamps, and went forth to meet the bridegroom.",22
Matthew,25,2,"And five of them were wise, and five were foolish.",47
Matthew,25,3,"They that were foolish took their lamps, and took no oil with them:",47
Matthew,25,4,But the wise took oil in their vessels with their lamps.,10
Matthew,25,5,"While the bridegroom tarried, they all slumbered and slept.",10
Matthew,25,6,"And at midnight there was a cry made, Behold, the bridegroom cometh; go ye out to meet him.",47
Matthew,25,7,"Then all those virgins arose, and trimmed their lamps.",47
Matthew,25,8,"And the foolish said unto the wise, Give us of your oil; for our lamps are gone out.",10
Matthew,25,9,"But the wise answered, saying, Not so; lest there be not enough for us and you: but go ye rather to them that sell, and buy for yourselves.",10
Matthew,25,10,"And while they went to buy, the bridegroom came; and they that were ready went in with him to the marriage: and the door was shut.",47
Matthew,25,11,"Afterward came also the other virgins, saying, Lord, Lord, open to us.",8
Matthew,25,12,"But he answered and said, Verily I say unto you, I know you not.",2
Matthew,25,13,"Watch therefore, for ye know neither the day nor the hour wherein the Son of man cometh.",5
Matthew,25,14,"For the kingdom of heaven is as a man travelling into a far country, who called his own servants, and delivered unto them his goods.",22
Matthew,25,15,"And unto one he gave five talents, to another two, and to another one; to every man according to his several ability; and straightway took his journey.",47
Matthew,25,16,"Then he that had received the five talents went and traded with the same, and made them other five talents.",47
Matthew,25,17,"And likewise he that had received two, he also gained other two.",47
Matthew,25,18,"But he that had received one went and digged in the earth, and hid his lord's money.",47
Matthew,25,19,"After a long time the lord of those servants cometh, and reckoneth with them.",47
Matthew,25,20,"And so he that had received five talents came and brought other five talents, saying, Lord, thou deliveredst unto me five talents: behold, I have gained beside them five talents more.",8
Matthew,25,21,"His lord said unto him, Well done, thou good and faithful servant: thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord.",17
Matthew,25,22,"He also that had received two talents came and said, Lord, thou deliveredst unto me two talents: behold, I have gained two other talents beside them.",8
Matthew,25,23,"His lord said unto him, Well done, good and faithful servant; thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord.",17
Matthew,25,24,"Then he which had received the one talent came and said, Lord, I knew thee that thou art an hard man, reaping where thou hast not sown, and gathering where thou hast not strawed:",17
Matthew,25,25,"And I was afraid, and went and hid thy talent in the earth: lo, there thou hast that is thine.",17
Matthew,25,26,"His lord answered and said unto him, Thou wicked and slothful servant, thou knewest that I reap where I sowed not, and gather where I have not strawed:",17
Matthew,25,27,"Thou oughtest therefore to have put my money to the exchangers, and then at my coming I should have received mine own with usury.",47
Matthew,25,28,"Take therefore the talent from him, and give it unto him which hath ten talents.",47
Matthew,25,29,"For unto every one that hath shall be given, and he shall have abundance: but from him that hath not shall be taken away even that which he hath.",11
Matthew,25,30,And cast ye the unprofitable servant into outer darkness: there shall be weeping and gnashing of teeth.,29
Matthew,25,31,"When the Son of man shall come in his glory, and all the holy angels with him, then shall he sit upon the throne of his glory:",5
Matthew,25,32,"And before him shall be gathered all nations: and he shall separate them one from another, as a shepherd divideth his sheep from the goats:",47
Matthew,25,33,"And he shall set the sheep on his right hand, but the goats on the left.",47
Matthew,25,34,"Then shall the King say unto them on his right hand, Come, ye blessed of my Father, inherit the kingdom prepared for you from the foundation of the world:",33
Matthew,25,35,"For I was an hungred, and ye gave me meat: I was thirsty, and ye gave me drink: I was a stranger, and ye took me in:",30
Matthew,25,36,"Naked, and ye clothed me: I was sick, and ye visited me: I was in prison, and ye came unto me.",30
Matthew,25,37,"Then shall the righteous answer him, saying, Lord, when saw we thee an hungred, and fed thee?",8
Matthew,25,37,"or thirsty, and gave thee drink?",20
Matthew,25,38,"When saw we thee a stranger, and took thee in?",20
Matthew,25,38,"or naked, and clothed thee?",20
Matthew,25,39,"Or when saw we thee sick, or in prison, and came unto thee?",20
Matthew,25,40,"And the King shall answer and say unto them, Verily I say unto you, Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me.",2
Matthew,25,41,"Then shall he say also unto them on the left hand, Depart from me, ye cursed, into everlasting fire, prepared for the devil and his angels:",47
Matthew,25,42,"For I was an hungred, and ye gave me no meat: I was thirsty, and ye gave me no drink:",30
Matthew,25,43,"I was a stranger, and ye took me not in: naked, and ye clothed me not: sick, and in prison, and ye visited me not.",30
Matthew,25,44,"Then shall they also answer him, saying, Lord, when saw we thee an hungred, or athirst, or a stranger, or naked, or sick, or in prison, and did not minister unto thee?",8
Matthew,25,45,"Then shall he answer them, saying, Verily I say unto you, Inasmuch as ye did it not to one of the least of these, ye did it not to me.",2
Matthew,25,46,And these shall go away into everlasting punishment: but the righteous into life eternal.,10
Matthew,26,2,"Ye know that after two days is the feast of the passover, and the Son of man is betrayed to be crucified.",5
Matthew,26,10,Why trouble ye the woman?,3
Matthew,26,10,for she hath wrought a good work upon me.,10
Matthew,26,11,For ye have the poor always with you; but me ye have not always.,30
Matthew,26,12,"For in that she hath poured this ointment on my body, she did it for my burial.",10
Matthew,26,13,"Verily I say unto you, Wheresoever this gospel shall be preached in the whole world, there shall also this, that this woman hath done, be told for a memorial of her.",2
Matthew,26,18,"Go into the city to such a man, and say unto him, The Master saith, My time is at hand; I will keep the passover at thy house with my disciples.",47
Matthew,26,21,"Verily I say unto you, that one of you shall betray me.",2
Matthew,26,23,"And he answered and said, He that dippeth his hand with me in the dish, the same shall betray me.",11
Matthew,26,24,The Son of man goeth as it is written of him: but woe unto that man by whom the Son of man is betrayed!,5
Matthew,26,24,it had been good for that man if he had not been born.,47
Matthew,26,25,Thou hast said.,17
Matthew,26,26,"Take, eat; this is my body.",10
Matthew,26,27,Drink ye all of it;,10
Matthew,26,28,"For this is my blood of the new testament, which is shed for many for the remission of sins.",10
Matthew,26,29,"But I say unto you, I will not drink henceforth of this fruit of the vine, until that day when I drink it new with you in my Father's kingdom.",2
Matthew,26,31,"All ye shall be offended because of me this night: for it is written, I will smite the shepherd, and the sheep of the flock shall be scattered abroad.",20
Matthew,26,32,"But after I am risen again, I will go before you into Galilee.",34
Matthew,26,34,"Verily I say unto thee, That this night, before the cock crow, thou shalt deny me thrice.",36
Matthew,26,36,"Sit ye here, while I go and pray yonder.",30
Matthew,26,38,"My soul is exceeding sorrowful, even unto death: tarry ye here, and watch with me.",10
Matthew,26,39,"O my Father, if it be possible, let this cup pass from me: nevertheless not as I will, but as thou wilt.",38
Matthew,26,40,"What, could ye not watch with me one hour?",3
Matthew,26,41,"Watch and pray, that ye enter not into temptation: the spirit indeed is willing, but the flesh is weak.",37
Matthew,26,42,"O my Father, if this cup may not pass away from me, except I drink it, thy will be done.",38
Matthew,26,45,"Sleep on now, and take your rest: behold, the hour is at hand, and the Son of man is betrayed into the hands of sinners.",5
Matthew,26,46,"Rise, let us be going: behold, he is at hand that doth betray me.",13
Matthew,26,50,"Friend, wherefore art thou come?",17
Matthew,26,52,Put up again thy sword into his place: for all they that take the sword shall perish with the sword.,10
Matthew,26,53,"Thinkest thou that I cannot now pray to my Father, and he shall presently give me more than twelve legions of angels?",38
Matthew,26,54,"But how then shall the scriptures be fulfilled, that thus it must be?",20
Matthew,26,55,Are ye come out as against a thief with swords and staves for to take me?,40
Matthew,26,55,"I sat daily with you teaching in the temple, and ye laid no hold on me.",30
Matthew,26,56,"But all this was done, that the scriptures of the prophets might be fulfilled.",10
Matthew,26,64,"Thou hast said: nevertheless I say unto you, Hereafter shall ye see the Son of man sitting on the right hand of power, and coming in the clouds of heaven.",5
Matthew,27,11,Thou sayest.,17
Matthew,27,46,"My God, my God, why hast thou forsaken me?",3
Matthew,28,9,All hail.,10
Matthew,28,10,"Be not afraid: go tell my brethren that they go into Galilee, and there shall they see me.",13
Matthew,28,18,All power is given unto me in heaven and in earth.,10
Matthew,28,19,"Go ye therefore, and teach all nations, baptizing them in the name of the Father, and of the Son, and of the Holy Ghost:",38
Matthew,28,20,"Teaching them to observe all things whatsoever I have commanded you: and, lo, I am with you alway, even unto the end of the world.",33
Matthew,28,20,Amen.,10
Mark,1,15,"The time is fulfilled, and the kingdom of God is at hand: repent ye, and believe the gospel.",22
Mark,1,17,"Come ye after me, and I will make you to become fishers of men.",38
Mark,1,25,"Hold thy peace, and come out of him.",47
Mark,1,38,"Let us go into the next towns, that I may preach there also: for therefore came I forth.",10
Mark,1,41,I will; be thou clean.,17
Mark,1,44,"See thou say nothing to any man: but go thy way, shew thyself to the priest, and offer for thy cleansing those things which Moses commanded, for a testimony unto them.",47
Mark,2,5,"Son, thy sins be forgiven thee.",26
Mark,2,8,Why reason ye these things in your hearts?,3
Mark,2,9,"Whether is it easier to say to the sick of the palsy, Thy sins be forgiven thee; or to say, Arise, and take up thy bed, and walk?",26
Mark,2,10,But that ye may know that the Son of man hath power on earth to forgive sins,5
Mark,2,11,"I say unto thee, Arise, and take up thy bed, and go thy way into thine house.",47
Mark,2,14,Follow me.,14
Mark,2,17,"They that are whole have no need of the physician, but they that are sick: I came not to call the righteous, but sinners to repentance.",43
Mark,2,19,"Can the children of the bridechamber fast, while the bridegroom is with them?",0
Mark,2,19,"as long as they have the bridegroom with them, they cannot fast.",10
Mark,2,20,"But the days will come, when the bridegroom shall be taken away from them, and then shall they fast in those days.",0
Mark,2,21,"No man also seweth a piece of new cloth on an old garment: else the new piece that filled it up taketh away from the old, and the rent is made worse.",47
Mark,2,22,"And no man putteth new wine into old bottles: else the new wine doth burst the bottles, and the wine is spilled, and the bottles will be marred: but new wine must be put into new bottles.",47
Mark,2,25,"Have ye never read what David did, when he had need, and was an hungred, he, and they that were with him?",47
Mark,2,26,"How he went into the house of God in the days of Abiathar the high priest, and did eat the shewbread, which is not lawful to eat but for the priests, and gave also to them which were with him?",10
Mark,2,27,"The sabbath was made for man, and not man for the sabbath:",10
Mark,2,28,Therefore the Son of man is Lord also of the sabbath.,5
Mark,3,3,Stand forth.,49
Mark,3,4,"Is it lawful to do good on the sabbath days, or to do evil?",44
Mark,3,4,"to save life, or to kill?",20
Mark,3,5,Stretch forth thine hand.,49
Mark,3,23,How can Satan cast out Satan?,20
Mark,3,24,"And if a kingdom be divided against itself, that kingdom cannot stand.",40
Mark,3,25,"And if a house be divided against itself, that house cannot stand.",40
Mark,3,26,"And if Satan rise up against himself, and be divided, he cannot stand, but hath an end.",40
Mark,3,27,"No man can enter into a strong man's house, and spoil his goods, except he will first bind the strong man; and then he will spoil his house.",37
Mark,3,28,"Verily I say unto you, All sins shall be forgiven unto the sons of men, and blasphemies wherewith soever they shall blaspheme:",2
Mark,3,29,"But he that shall blaspheme against the Holy Ghost hath never forgiveness, but is in danger of eternal damnation.",10
Mark,3,33,"Who is my mother, or my brethren?",20
Mark,3,34,Behold my mother and my brethren!,47
Mark,3,35,"For whosoever shall do the will of God, the same is my brother, and my sister, and mother.",10
Mark,4,3,"Hearken; Behold, there went out a sower to sow:",47
Mark,4,4,"And it came to pass, as he sowed, some fell by the way side, and the fowls of the air came and devoured it up.",47
Mark,4,5,"And some fell on stony ground, where it had not much earth; and immediately it sprang up, because it had no depth of earth:",47
Mark,4,6,"But when the sun was up, it was scorched; and because it had no root, it withered away.",47
Mark,4,7,"And some fell among thorns, and the thorns grew up, and choked it, and it yielded no fruit.",49
Mark,4,8,"And other fell on good ground, and did yield fruit that sprang up and increased; and brought forth, some thirty, and some sixty, and some an hundred.",49
Mark,4,9,"He that hath ears to hear, let him hear.",12
Mark,4,11,"Unto you it is given to know the mystery of the kingdom of God: but unto them that are without, all these things are done in parables:",22
Mark,4,12,"That seeing they may see, and not perceive; and hearing they may hear, and not understand; lest at any time they should be converted, and their sins should be forgiven them.",47
Mark,4,13,Know ye not this parable?,3
Mark,4,13,and how then will ye know all parables?,20
Mark,4,14,The sower soweth the word.,10
Mark,4,15,"And these are they by the way side, where the word is sown; but when they have heard, Satan cometh immediately, and taketh away the word that was sown in their hearts.",43
Mark,4,16,"And these are they likewise which are sown on stony ground; who, when they have heard the word, immediately receive it with gladness;",43
Mark,4,17,"And have no root in themselves, and so endure but for a time: afterward, when affliction or persecution ariseth for the word's sake, immediately they are offended.",10
Mark,4,18,"And these are they which are sown among thorns; such as hear the word,",43
Mark,4,19,"And the cares of this world, and the deceitfulness of riches, and the lusts of other things entering in, choke the word, and it becometh unfruitful.",33
Mark,4,20,"And these are they which are sown on good ground; such as hear the word, and receive it, and bring forth fruit, some thirtyfold, some sixty, and some an hundred.",49
Mark,4,21,"Is a candle brought to be put under a bushel, or under a bed?",20
Mark,4,21,and not to be set on a candlestick?,47
Mark,4,22,"For there is nothing hid, which shall not be manifested; neither was any thing kept secret, but that it should come abroad.",19
Mark,4,23,"If any man have ears to hear, let him hear.",12
Mark,4,24,"And he said unto them, Take heed what ye hear: with what measure ye mete, it shall be measured to you: and unto you that hear shall more be given.",30
Mark,4,25,"For he that hath, to him shall be given: and he that hath not, from him shall be taken even that which he hath.",11
Mark,4,26,"So is the kingdom of God, as if a man should cast seed into the ground;",22
Mark,4,27,"And should sleep, and rise night and day, and the seed should spring and grow up, he knoweth not how.",47
Mark,4,28,"For the earth bringeth forth fruit of herself; first the blade, then the ear, after that the full corn in the ear.",10
Mark,4,29,"But when the fruit is brought forth, immediately he putteth in the sickle, because the harvest is come.",49
Mark,4,30,Whereunto shall we liken the kingdom of God?,22
Mark,4,30,or with what comparison shall we compare it?,20
Mark,4,31,"It is like a grain of mustard seed, which, when it is sown in the earth, is less than all the seeds that be in the earth:",10
Mark,4,32,"But when it is sown, it groweth up, and becometh greater than all herbs, and shooteth out great branches; so that the fowls of the air may lodge under the shadow of it.",10
Mark,4,35,Let us pass over unto the other side.,13
Mark,4,39,"Peace, be still.",10
Mark,4,40,Why are ye so fearful?,3
Mark,4,40,how is it that ye have no faith?,20
Mark,5,8,"Come out of the man, thou unclean spirit.",10
Mark,5,9,What is thy name?,20
Mark,5,19,"Go home to thy friends, and tell them how great things the Lord hath done for thee, and hath had compassion on thee.",47
Mark,5,30,Who touched my clothes?,20
Mark,5,34,"Daughter, thy faith hath made thee whole; go in peace, and be whole of thy plague.",4
Mark,5,36,"Be not afraid, only believe.",13
Mark,5,39,"Why make ye this ado, and weep?",3
Mark,5,39,"the damsel is not dead, but sleepeth.",34
Mark,5,41,"Damsel, I say unto thee, arise.",18
Mark,6,4,"A prophet is not without honour, but in his own country, and among his own kin, and in his own house.",47
Mark,6,10,"In what place soever ye enter into an house, there abide till ye depart from that place.",37
Mark,6,11,"And whosoever shall not receive you, nor hear you, when ye depart thence, shake off the dust under your feet for a testimony against them.",10
Mark,6,11,"Verily I say unto you, It shall be more tolerable for Sodom and Gomorrha in the day of judgment, than for that city.",31
Mark,6,31,"Come ye yourselves apart into a desert place, and rest a while.",47
Mark,6,37,Give ye them to eat.,42
Mark,6,38,How many loaves have ye?,41
Mark,6,38,go and see.,47
Mark,6,50,Be of good cheer: it is I; be not afraid.,13
