book,chapter,verse,text
John,15,7,"If ye abide in me, and my words abide in you, ye shall ask what ye will, and it shall be done unto you."
John,15,8,"Herein is my Father glorified, that ye bear much fruit; so shall ye be my disciples."
John,15,9,"As the Father hath loved me, so have I loved you: continue ye in my love."
John,15,10,"If ye keep my commandments, ye shall abide in my love; even as I have kept my Father's commandments, and abide in his love."
John,15,11,"These things have I spoken unto you, that my joy might remain in you, and that your joy might be full."
John,15,12,"This is my commandment, That ye love one another, as I have loved you."
John,15,13,"Greater love hath no man than this, that a man lay down his life for his friends."
John,15,14,"Ye are my friends, if ye do whatsoever I command you."
John,15,15,Henceforth I call you not servants; for the servant knoweth not what his lord doeth: but I have called you friends; for all things that I have heard of my Father I have made known unto you.
John,15,16,"Ye have not chosen me, but I have chosen you, and ordained you, that ye should go and bring forth fruit, and that your fruit should remain: that whatsoever ye shall ask of the Father in my name, he may give it you."
John,15,17,"These things I command you, that ye love one another."
John,15,18,"If the world hate you, ye know that it hated me before it hated you."
John,15,19,"If ye were of the world, the world would love his own: but because ye are not of the world, but I have chosen you out of the world, therefore the world hateth you."
John,15,20,"Remember the word that I said unto you, The servant is not greater than his lord. If they have persecuted me, they will also persecute you; if they have kept my saying, they will keep yours also."
John,15,21,"But all these things will they do unto you for my name's sake, because they know not him that sent me."
John,15,22,"If I had not come and spoken unto them, they had not had sin: but now they have no cloak for their sin."
John,15,23,He that hateth me hateth my Father also.
John,15,24,"If I had not done among them the works which none other man did, they had not had sin: but now have they both seen and hated both me and my Father."
John,15,25,"But this cometh to pass, that the word might be fulfilled that is written in their law, They hated me without a cause."
John,15,26,"But when the Comforter is come, whom I will send unto you from the Father, even the Spirit of truth, which proceedeth from the Father, he shall testify of me:"
John,15,27,"And ye also shall bear witness, because ye have been with me from the beginning."
John,16,1,"These things have I spoken unto you, that ye should not be offended."
John,16,2,"They shall put you out of the synagogues: yea, the time cometh, that whosoever killeth you will think that he doeth God service."
John,16,3,"And these things will they do unto you, because they have not known the Father, nor me."
John,16,4,"But these things have I told you, that when the time shall come, ye may remember that I told you of them. And these things I said not unto you at the beginning, because I was with you."
John,16,5,"But now I go my way to him that sent me; and none of you asketh me, Whither goest thou?"
John,16,6,"But because I have said these things unto you, sorrow hath filled your heart."
John,16,7,"Nevertheless I tell you the truth; It is expedient for you that I go away: for if I go not away, the Comforter will not come unto you; but if I depart, I will send him unto you."
John,16,8,"And when he is come, he will reprove the world of sin, and of righteousness, and of judgment:"
John,16,9,"Of sin, because they believe not on me;"
John,16,10,"Of righteousness, because I go to my Father, and ye see me no more;"
John,16,11,"Of judgment, because the prince of this world is judged."
John,16,12,"I have yet many things to say unto you, but ye cannot bear them now."
John,16,13,"Howbeit when he, the Spirit of truth, is come, he will guide you into all truth: for he shall not speak of himself; but whatsoever he shall hear, that shall he speak: and he will shew you things to come."
John,16,14,"He shall glorify me: for he shall receive of mine, and shall shew it unto you."
John,16,15,"All things that the Father hath are mine: therefore said I, that he shall take of mine, and shall shew it unto you."
John,16,16,"A little while, and ye shall not see me: and again, a little while, and ye shall see me, because I go to the Father."
John,16,19,"Now Jesus knew that they were desirous to ask him, and said unto them, Do ye enquire among yourselves of that I said, A little while, and ye shall not see me: and again, a little while, and ye shall see me?"
John,16,20,"Verily, verily, I say unto you, That ye shall weep and lament, but the world shall rejoice: and ye shall be sorrowful, but your sorrow shall be turned into joy."
John,16,21,"A woman when she is in travail hath sorrow, because her hour is come: but as soon as she is delivered of the child, she remembereth no more the anguish, for joy that a man is born into the world."
John,16,22,"And ye now therefore have sorrow: but I will see you again, and your heart shall rejoice, and your joy no man taketh from you."
John,16,23,"And in that day ye shall ask me nothing. Verily, verily, I say unto you, Whatsoever ye shall ask the Father in my name, he will give it you."
John,16,24,"Hitherto have ye asked nothing in my name: ask, and ye shall receive, that your joy may be full."
John,16,25,"These things have I spoken unto you in proverbs: but the time cometh, when I shall no more speak unto you in proverbs, but I shall shew you plainly of the Father."
John,16,26,"At that day ye shall ask in my name: and I say not unto you, that I will pray the Father for you:"
John,16,27,"For the Father himself loveth you, because ye have loved me, and have believed that I came out from God."
John,16,28,"I came forth from the Father, and am come into the world: again, I leave the world, and go to the Father."
John,16,31,"Jesus answered them, Do ye now believe?"
John,16,32,"Behold, the hour cometh, yea, is now come, that ye shall be scattered, every man to his own, and shall leave me alone: and yet I am not alone, because the Father is with me."
John,16,33,"These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world."
John,17,1,"These words spake Jesus, and lifted up his eyes to heaven, and said, Father, the hour is come; glorify thy Son, that thy Son also may glorify thee:"
John,17,2,"As thou hast given him power over all flesh, that he should give eternal life to as many as thou hast given him."
John,17,3,"And this is life eternal, that they might know thee the only true God, and Jesus Christ, whom thou hast sent."
John,17,4,I have glorified thee on the earth: I have finished the work which thou gavest me to do.
John,17,5,"And now, O Father, glorify thou me with thine own self with the glory which I had with thee before the world was."
John,17,6,"I have manifested thy name unto the men which thou gavest me out of the world: thine they were, and thou gavest them me; and they have kept thy word."
John,17,7,Now they have known that all things whatsoever thou hast given me are of thee.
John,17,8,"For I have given unto them the words which thou gavest me; and they have received them, and have known surely that I came out from thee, and they have believed that thou didst send me."
John,17,9,"I pray for them: I pray not for the world, but for them which thou hast given me; for they are thine."
John,17,10,"And all mine are thine, and thine are mine; and I am glorified in them."
John,17,11,"And now I am no more in the world, but these are in the world, and I come to thee. Holy Father, keep through thine own name those whom thou hast given me, that they may be one, as we are."
John,17,12,"While I was with them in the world, I kept them in thy name: those that thou gavest me I have kept, and none of them is lost, but the son of perdition; that the scripture might be fulfilled."
John,17,13,"And now come I to thee; and these things I speak in the world, that they might have my joy fulfilled in themselves."
John,17,14,"I have given them thy word; and the world hath hated them, because they are not of the world, even as I am not of the world."
John,17,15,"I pray not that thou shouldest take them out of the world, but that thou shouldest keep them from the evil."
John,17,16,"They are not of the world, even as I am not of the world."
John,17,17,Sanctify them through thy truth: thy word is truth.
John,17,18,"As thou hast sent me into the world, even so have I also sent them into the world."
John,17,19,"And for their sakes I sanctify myself, that they also might be sanctified through the truth."
John,17,20,"Neither pray I for these alone, but for them also which shall believe on me through their word;"
John,17,21,"That they all may be one; as thou, Father, art in me, and I in thee, that they also may be one in us: that the world may believe that thou hast sent me."
John,17,22,"And the glory which thou gavest me I have given them; that they may be one, even as we are one:"
John,17,23,"I in them, and thou in me, that they may be made perfect in one; and that the world may know that thou hast sent me, and hast loved them, as thou hast loved me."
John,17,24,"Father, I will that they also, whom thou hast given me, be with me where I am; that they may behold my glory, which thou hast given me: for thou lovedst me before the foundation of the world."
John,17,25,"O righteous Father, the world hath not known thee: but I have known thee, and these have known that thou hast sent me."
John,17,26,"And I have declared unto them thy name, and will declare it: that the love wherewith thou hast loved me may be in them, and I in them."
John,18,4,"Jesus therefore, knowing all things that should come upon him, went forth, and said unto them, Whom seek ye?"
John,18,5,"They answered him, Jesus of Nazareth. Jesus saith unto them, I am he. And Judas also, which betrayed him, stood with them."
John,18,6,"As soon then as he had said unto them, I am he, they went backward, and fell to the ground."
John,18,7,"Then asked he them again, Whom seek ye? And they said, Jesus of Nazareth."
John,18,8,"Jesus answered, I have told you that I am he: if therefore ye seek me, let these go their way:"
John,18,11,"Then said Jesus unto Peter, Put up thy sword into the sheath: the cup which my Father hath given me, shall I not drink it?"
John,18,20,"Jesus answered him, I spake openly to the world; I ever taught in the synagogue, and in the temple, whither the Jews always resort; and in secret have I said nothing."
John,18,21,"Why askest thou me? ask them which heard me, what I have said unto them: behold, they know what I said."
John,18,23,"Jesus answered him, If I have spoken evil, bear witness of the evil: but if well, why smitest thou me?"
John,18,34,"Jesus answered him, Sayest thou this thing of thyself, or did others tell it thee of me?"
John,18,36,"Jesus answered, My kingdom is not of this world: if my kingdom were of this world, then would my servants fight, that I should not be delivered to the Jews: but now is my kingdom not from hence."
John,18,37,"Pilate therefore said unto him, Art thou a king then? Jesus answered, Thou sayest that I am a king. To this end was I born, and for this cause came I into the world, that I should bear witness unto the truth. Every one that is of the truth heareth my voice."
John,19,11,"Jesus answered, Thou couldest have no power at all against me, except it were given thee from above: therefore he that delivered me unto thee hath the greater sin."
John,19,26,"When Jesus therefore saw his mother, and the disciple standing by, whom he loved, he saith unto his mother, Woman, behold thy son!"
John,19,27,"Then saith he to the disciple, Behold thy mother! And from that hour that disciple took her unto his own home."
John,19,28,"After this, Jesus knowing that all things were now accomplished, that the scripture might be fulfilled, saith, I thirst."
John,19,30,"When Jesus therefore had received the vinegar, he said, It is finished: and he bowed his head, and gave up the ghost."
John,20,15,"Jesus saith unto her, Woman, why weepest thou? whom seekest thou? She, supposing him to be the gardener, saith unto him, Sir, if thou have borne him hence, tell me where thou hast laid him, and I will take him away."
John,20,16,"Jesus saith unto her, Mary. She turned herself, and saith unto him, Rabboni; which is to say, Master."
John,20,17,"Jesus saith unto her, Touch me not; for I am not yet ascended to my Father: but go to my brethren, and say unto them, I ascend unto my Father, and your Father; and to my God, and your God."
John,20,19,"Then the same day at evening, being the first day of the week, when the doors were shut where the disciples were assembled for fear of the Jews, came Jesus and stood in the midst, and saith unto them, Peace be unto you."
John,20,21,"Then said Jesus to them again, Peace be unto you: as my Father hath sent me, even so send I you."
John,20,22,"And when he had said this, he breathed on them, and saith unto them, Receive ye the Holy Ghost:"
John,20,23,"Whose soever sins ye remit, they are remitted unto them; and whose soever sins ye retain, they are retained."
John,20,26,"And after eight days again his disciples were within, and Thomas with them: then came Jesus, the doors being shut, and stood in the midst, and said, Peace be unto you."
John,20,27,"Then saith he to Thomas, Reach hither thy finger, and behold my hands; and reach hither thy hand, and thrust it into my side: and be not faithless, but believing."
John,20,29,"Jesus saith unto him, Thomas, because thou hast seen me, thou hast believed: blessed are they that have not seen, and yet have believed."
John,21,5,"Then Jesus saith unto them, Children, have ye any meat? They answered him, No."
John,21,6,"And he said unto them, Cast the net on the right side of the ship, and ye shall find. They cast therefore, and now they were not able to draw it for the multitude of fishes."
John,21,10,"Jesus saith unto them, Bring of the fish which ye have now caught."
John,21,12,"Jesus saith unto them, Come and dine. And none of the disciples durst ask him, Who art thou? knowing that it was the Lord."
John,21,15,"So when they had dined, Jesus saith to Simon Peter, Simon, son of Jonas, lovest thou me more than these? He saith unto him, Yea, Lord; thou knowest that I love thee. He saith unto him, Feed my lambs."
John,21,16,"He saith to him again the second time, Simon, son of Jonas, lovest thou me? He saith unto him, Yea, Lord; thou knowest that I love thee. He saith unto him, Feed my sheep."
John,21,17,"He saith unto him the third time, Simon, son of Jonas, lovest thou me? Peter was grieved because he said unto him the third time, Lovest thou me? And he said unto him, Lord, thou knowest all things; thou knowest that I love thee. Jesus saith unto him, Feed my sheep."
John,21,18,"Verily, verily, I say unto thee, When thou wast young, thou girdest thyself, and walkedst whither thou wouldest: but when thou shalt be old, thou shalt stretch forth thy hands, and another shall gird thee, and carry thee whither thou wouldest not."
John,21,19,"This spake he, signifying by what death he should glorify God. And when he had spoken this, he saith unto him, Follow me."
John,21,22,"Jesus saith unto him, If I will that he tarry till I come, what is that to thee? follow thou me."
